identifier,transaction_count,avg_price_eth,max_price_eth,min_price_eth,total_volume_eth,unique_buyers,unique_sellers,collection
2364,5,2.7942374,9.5,0.641287,13.971187,1,1,BAYC
2361,3,13.75,30.0,4.25,41.25,1,1,BAYC
2347,3,41.0,60.0,7.0,123.0,1,1,BAYC
2342,9,15.781109,46.0,0.3675,142.029981,1,1,BAYC
2353,3,25.71333333333333,38.8,0.2,77.14,1,1,BAYC
2341,5,49.1,83.0,1.0,245.5,1,1,BAYC
2352,18,14.327252666666668,26.5,0.50715,257.890548,1,1,BAYC
2343,8,5.90875,22.98,0.5,47.27,1,1,BAYC
2346,6,5.521666666666667,17.51,0.33,33.13,1,1,BAYC
2348,7,9.114399428571428,16.931996,0.45,63.800796,1,1,BAYC
2349,9,40.89866666666666,62.3,0.32,368.088,1,1,BAYC
2351,0,0.0,0.0,0.0,0.0,0,0,BAYC
2344,0,0.0,0.0,0.0,0.0,0,0,BAYC
2350,4,5.494999999999999,18.99,0.36,21.98,1,1,BAYC
2345,5,19.0889432,84.5,0.382731,95.444716,1,1,BAYC
2339,0,0.0,0.0,0.0,0.0,0,0,BAYC
2332,8,45.15,125.0,0.5,361.2,1,1,BAYC
2335,2,0.525,0.55,0.5,1.05,1,1,BAYC
2336,6,19.17,50.0,0.54,115.02,1,1,BAYC
2337,27,29.99863329629629,140.0,4.892,809.9630989999999,1,1,BAYC
2333,7,28.07642857142857,88.0,0.65,196.535,1,1,BAYC
2338,0,0.0,0.0,0.0,0.0,0,0,BAYC
2340,3,5.683333333333334,12.05,2.0,17.05,1,1,BAYC
2334,5,3.0558,8.88,0.4,15.279,1,1,BAYC
2325,2,20.25,34.5,6.0,40.5,1,1,BAYC
2313,2,8.15,14.9,1.4,16.3,1,1,BAYC
2322,2,50.65,100.0,1.3,101.3,1,1,BAYC
2324,7,17.37214214285714,38.91,2.0,121.604995,1,1,BAYC
2312,2,6.675,12.5,0.85,13.35,1,1,BAYC
2323,7,28.74643842857143,38.042069,0.45,201.225069,1,1,BAYC
2321,8,27.0441875,76.0,1.75,216.3535,1,1,BAYC
2318,4,2.975,6.5,1.25,11.9,1,1,BAYC
2327,9,20.676111111111112,77.0,0.725,186.085,1,1,BAYC
2314,3,4.343333333333334,9.99,1.1,13.03,1,1,BAYC
2320,2,1.15,1.9,0.4,2.3,1,1,BAYC
2315,6,10.460833333333332,49.0,0.725,62.765,1,1,BAYC
2328,1,1.4,1.4,1.4,1.4,1,1,BAYC
2329,4,89.6375,145.0,0.95,358.55,1,1,BAYC
